ClaimID,ClaimantLocation,EventLocation,EventDate,ClaimantLatitude,ClaimantLongitude,EventLatitude,EventLongitude
"A3.1-0000000479","вул. Армійська, 502, м. Сарни, Рівненська область","вул. Володимирська, 357, м. Маріуполь, Донецька область","10.10.2024","51.5831182","26.5641096","47.1080820","37.6408716"
"A2.2-0000000480","вул. Бандери, 544, м. Житомир, Житомирська область","вул. Дружби, 555, м. Умань, Черкаська область","25.02.2022","50.2627158","28.6626358","48.7325132","30.2295029"
"A3.1-0000000481","м. Бахмут, Донецька область #4","м. Конотоп, Сумська область #2","03.07.2022","48.5927395","37.9688314","51.2485330","33.2203011"
"A3.1-0000000482","вул. Гоголя, 290, м. Суми, Сумська область","вул. Січових Стрільців, 99, м. Сєвєродонецьк, Луганська область","10.07.2022","50.8959069","34.7825070","48.9339883","38.4967082"
"A1.1-0000000483","вул. Привокзальна, 110, м. Дніпро, Дніпропетровська область","вул. Грушевського, 585, м. Кривий Ріг, Дніпропетровська область","29.04.2024","48.4400295","34.7969431","48.0273124","33.5009995"
"A3.1-0000000484","м. Павлоград, Дніпропетровська область #2","вул. Антоновича, 736, м. Нікополь, Дніпропетровська область","27.04.2023","48.5578194","35.9862474","47.5711309","34.4499633"
"A3.1-0000000485","м. Кобеляки, Полтавська область","м. Чернігів, Чернігівська область #5","24.06.2024","49.1433333","34.2002778","51.5535692","31.2555695"
"A2.2-0000000486","вул. Кармелюка, 42, м. Мукачево, Закарпатська область","м. Ізмаїл, Одеська область #3","12.05.2023","48.2953664","23.4466092","45.3511307","28.8361514"
"A1.1-0000000487","вул. Привокзальна, 198, м. Токмак, Запорізька область","вул. Таращанська, 641, м. Бровари, Київська область","12.04.2025-24.04.2025","47.2358371","35.7141701","50.4940606","30.7548731"
"A3.1-0000000488","м. Ізюм, Харківська область #4","вул. Незалежності, 171, м. Новоград-Волинський, Житомирська область","26.03.2025-02.04.2025","49.1913721","37.2784125","50.6123776","27.6404865"
"A2.2-0000000489","вул. Весняна, 925, м. Калуш, Івано-Франківська область","вул. Молодіжна, 423, м. Сєвєродонецьк, Луганська область","24.07.2024-07.08.2024","49.0271830","24.3613567","48.9355411","38.4950111"
"A2.2-0000000490","вул. Спортивна, 785, м. Кременчук, Полтавська область","вул. Молодіжна, 985, м. Павлоград, Дніпропетровська область","17.05.2024","49.0847158","33.5083480","48.5126479","35.8716336"
"A1.1-0000000491","Харківська область #1","вул. Хрещатик, 308, м. Ізмаїл, Одеська область","09.05.2023-23.05.2023","50.0480419","36.2875301","45.3511307","28.8361514"
"A2.2-0000000492","вул. Карл-Йоханс-Гате, 524, м. Дублін, Ірландія","вул. Незалежності, 39, м. Суми, Сумська область","09.01.2023","53.3855163","-6.2589563","50.3078819","34.8937468"
"A2.1-0000000493","м. Бровари, Київська область #5","вул. Лесі Українки, 585, м. Ізмаїл, Одеська область","15.05.2023","50.5349309","30.7989552","45.3718536","28.8395912"
"A1.1-0000000494","м. Краматорськ, Донецька область #3","вул. Антоновича, 658, м. Кривий Ріг, Дніпропетровська область","19.05.2025","48.7429607","37.5887878","48.0273124","33.5009995"
"A3.1-0000000495","вул. Діагональ, 357, м. Париж, Франція","м. Стрий, Львівська область","28.10.2022","47.2692003","-1.4810698","48.7816155","23.2506748"
"A2.1-0000000496","м. Львів, Львівська область #2","вул. Шевченка, 313, м. Обухів, Київська область","09.12.2023","49.9792379","24.4392563","50.1228608","30.6348304"
"A2.1-0000000497","вул. Шевченка, 690, м. Суми, Сумська область","м. Коростень, Житомирська область #3","17.05.2025-26.05.2025","50.9117097","34.7934561","51.0060113","28.5896924"
"A1.1-0000000498","вул. Пушкіна, 136, м. Коростень, Житомирська область","вул. Таращанська, 764, м. Нова Каховка, Херсонська область","21.05.2024","51.3202539","28.7977183","46.7583404","33.3566678"
"A2.2-0000000499","вул. Рінгштрасе, 793, м. Флоренція, Італія","вул. Богдана Хмельницького, 573, м. Чернівці, Чернівецька область","13.05.2024","43.7697955","11.2556404","48.2954281","25.9294235"
"A2.1-0000000500","Сумська область #5","вул. Юності, 796, м. Ужгород, Закарпатська область","18.05.2025","50.9335589","34.7990177","48.6504584","22.2657980"
"A1.1-0000000501","вул. Весняна, 196, м. Бахмут, Донецька область","вул. Центральна, 174, м. Одеса, Одеська область","17.08.2024-27.08.2024","48.5927395","37.9688314","46.5441381","30.6180780"
"A2.1-0000000502","Запорізька область #6","вул. Пушкіна, 776, м. Боярка, Київська область","18.08.2022-20.08.2022","47.4701608","35.2656868","50.3418815","30.2881107"
"A1.1-0000000503","вул. Миру, 15, м. Рівне, Рівненська область","вул. Центральна, 461, м. Миколаїв, Миколаївська область","04.01.2024","50.6393508","26.3044654","46.8451741","31.9132835"
"A2.1-0000000504","вул. Кармелюка, 769, м. Сарни, Рівненська область","вул. Гоголя, 748, м. Покровськ, Донецька область","02.04.2022-09.04.2022","51.3193355","26.6293164","48.2730489","37.1895607"
"A1.1-0000000505","вул. Армійська, 633, м. Бориспіль, Київська область","вул. Мечникова, 968, м. Кобеляки, Полтавська область","29.04.2024","50.3512101","30.9507700","49.1433333","34.2002778"
"A2.2-0000000506","Донецька область #4","м. Харків, Харківська область","25.04.2024","47.0663816","37.4785807","50.0449238","36.2792221"
"A2.1-0000000507","вул. Залізнична, 497, м. Кривий Ріг, Дніпропетровська область","м. Охтирка, Сумська область #3","07.04.2023","48.0596402","33.4359841","50.2878985","34.8624078"
"A3.1-0000000508","м. Запоріжжя, Запорізька область #2","вул. Центральна, 342, м. Шостка, Сумська область","11.01.2023","47.8580600","35.2222766","51.8643550","33.4728542"
"A1.1-0000000509","вул. Козацька, 514, м. Ізмаїл, Одеська область","вул. Ярослава Мудрого, 264, м. Чернігів, Чернігівська область","25.04.2022-04.05.2022","45.3631905","28.8523193","51.1798396","32.8246343"
"A2.2-0000000510","вул. Одеська, 141, м. Коростень, Житомирська область","вул. Кармелюка, 984, м. Обухів, Київська область","04.06.2023","50.9539918","28.6405872","50.1101633","30.6269696"
"A3.1-0000000511","вул. Антоновича, 338, м. Миргород, Полтавська область","вул. Кільцева, 669, м. Хмельницький, Хмельницька область","08.03.2025","49.9568658","33.6153865","49.5218339","26.9913343"
"A2.1-0000000512","вул. Перемоги, 441, м. Шостка, Сумська область","Рівненська область #4","25.04.2025","51.8900486","33.5308548","50.6265963","26.2114435"
"A2.1-0000000513","вул. Дніпровська, 326, м. Тернопіль, Тернопільська область","м. Рівне, Рівненська область #3","08.12.2023-15.12.2023","49.6072645","25.4082094","50.6159850","26.3129363"
"A3.1-0000000514","м. Дрогобич, Львівська область #3","вул. Незалежності, 135, м. Біла Церква, Київська область","24.08.2023","49.3513996","23.5061662","49.7701277","30.1375583"
"A2.1-0000000515","вул. Весняна, 82, м. Одеса, Одеська область","вул. Перемоги, 515, м. Покровськ, Донецька область","11.10.2024-23.10.2024","46.4456145","30.7149603","48.2818968","37.1434555"
"A2.2-0000000516","вул. Перемоги, 168, м. Нова Каховка, Херсонська область","вул. Садова, 783, м. Дніпро, Дніпропетровська область","30.08.2023-06.09.2023","46.7583404","33.3566678","48.4554876","34.7932977"
"A2.1-0000000517","Хмельницька область #2","вул. Гоголя, 502, м. Калуш, Івано-Франківська область","18.09.2024","48.7828356","27.1858459","49.0278036","24.3630215"
"A2.1-0000000518","м. Обухів, Київська область #4","м. Коростень, Житомирська область #4","10.05.2025","50.3280154","30.5608617","51.0060113","28.5896924"
"A1.1-0000000519","вул. Козацька, 532, м. Запоріжжя, Запорізька область","вул. Васильківська, 397, м. Запоріжжя, Запорізька область","04.06.2022","47.8320180","35.1401670","47.8320180","35.1401670"
"A2.1-0000000520","вул. Миру, 473, м. Ізмаїл, Одеська область","вул. Гоголя, 942, м. Умань, Черкаська область","17.01.2025","45.3497527","28.8647546","48.7545223","30.2285942"
"A2.1-0000000521","вул. Морська, 513, м. Черкаси, Черкаська область","вул. Перемоги, 403, м. Сарни, Рівненська область","04.09.2024","49.4147708","32.0682996","51.3113483","26.6164306"
"A1.1-0000000522","вул. Вишнева, 93, м. Бориспіль, Київська область","вул. Курортна, 751, м. Житомир, Житомирська область","15.10.2022","50.3953684","30.9636829","50.3448700","28.6903887"
"A3.1-0000000523","вул. Морська, 811, м. Токмак, Запорізька область","Житомирська область #4","13.04.2024","47.1908720","36.2197282","50.7673139","29.2463605"
"A1.1-0000000524","Сумська область #6","вул. Дніпровська, 788, м. Рівне, Рівненська область","02.07.2024-07.07.2024","50.5835335","34.5000536","50.6203312","26.2283322"
"A2.2-0000000525","Львівська область #6","вул. Перемоги, 984, м. Тернопіль, Тернопільська область","27.07.2023","49.8358005","24.0117971","49.5510966","25.5695108"
"A1.1-0000000526","м. Сарни, Рівненська область #3","м. Вознесенськ, Миколаївська область #4","25.10.2024","51.3193355","26.6293164","47.5583656","31.3375214"
"A3.1-0000000527","вул. Козацька, 904, м. Київ, Київська область","вул. Шевченка, 190, м. Камʼянець-Подільський, Хмельницька область","08.02.2024","50.2680608","30.3092806","48.6669894","26.5782313"
"A1.1-0000000528","вул. Паркова, 943, м. Ізмаїл, Одеська область","вул. Садова, 183, м. Луцьк, Волинська область","29.09.2023","45.3688982","28.8396292","50.7414100","25.2815768"
"A2.1-0000000529","м. Бахмут, Донецька область #5","Черкаська область #3","17.12.2023-23.12.2023","48.5927395","37.9688314","48.7794024","30.2626237"
"A3.1-0000000530","м. Івано-Франківськ, Івано-Франківська область #2","вул. Січових Стрільців, 712, м. Чернівці, Чернівецька область","30.12.2023-08.01.2024","48.8154956","24.8447453","48.2919202","25.9613573"
"A3.1-0000000531","вул. Незалежності, 586, м. Чернігів, Чернігівська область","м. Шостка, Сумська область #6","10.11.2024-22.11.2024","51.5173434","31.2401681","51.8643550","33.4728542"
"A2.2-0000000532","м. Коломия, Івано-Франківська область #1","вул. Перемоги, 630, м. Ізюм, Харківська область","23.01.2025","48.5477486","25.0647659","49.1865324","37.2480121"
"A3.1-0000000533","вул. Курортна, 298, м. Бердянськ, Запорізька область","Київська область #5","03.10.2024","46.7359574","36.8155400","50.5026950","30.8300562"
"A1.1-0000000534","вул. Садова, 47, м. Хуст, Закарпатська область","вул. Хрещатик, 656, м. Кременчук, Полтавська область","23.09.2023","48.1885143","23.2751086","49.0847158","33.5083480"
"A2.2-0000000535","вул. Васильківська, 332, м. Первомайськ, Миколаївська область","м. Миколаїв, Миколаївська область #2","24.01.2024","48.0457450","30.8475997","47.0155711","31.9961484"
"A3.1-0000000536","вул. Дніпровська, 199, м. Одеса, Одеська область","вул. Луганська, 491, м. Словʼянськ, Донецька область","07.05.2022-18.05.2022","46.5621020","30.7755942","48.8803253","37.5989163"
"A2.1-0000000537","вул. Паркова, 474, м. Охтирка, Сумська область","м. Чортків, Тернопільська область #4","18.06.2022-02.07.2022","50.3065045","34.8899660","49.0165315","25.7928886"
"A2.2-0000000538","вул. Соборна, 214, м. Охтирка, Сумська область","вул. Весняна, 68, м. Лисичанськ, Луганська область","21.09.2023-05.10.2023","50.2878985","34.8624078","48.8534507","38.4490128"
"A1.1-0000000539","вул. Франка, 585, м. Охтирка, Сумська область","вул. Антоновича, 120, м. Маріуполь, Донецька область","17.11.2023-29.11.2023","50.2927600","34.8788903","47.1112370","37.6326507"
"A2.2-0000000540","вул. Княгині Ольги, 899, м. Черкаси, Черкаська область","вул. Центральна, 222, м. Долина, Івано-Франківська область","17.02.2023","48.7577804","30.2281005","48.9782308","23.9789588"
"A1.1-0000000541","вул. Лесі Українки, 455, м. Бориспіль, Київська область","вул. Данила Галицького, 158, м. Покровськ, Донецька область","10.11.2024","50.3737726","30.9502762","48.2771086","37.1772482"
"A2.2-0000000542","вул. Кармелюка, 693, м. Кривий Ріг, Дніпропетровська область","Хмельницька область #3","21.09.2024-28.09.2024","47.8373918","33.3412002","48.8959751","26.8334205"
"A1.1-0000000543","вул. Корсо, 869, м. Мадрид, Іспанія","вул. Паркова, 479, м. Черкаси, Черкаська область","23.09.2022-02.10.2022","40.5248319","-3.7715628","49.3814268","32.6819950"
"A2.2-0000000544","вул. Корсо, 914, м. Мюнхен, Німеччина","вул. Привокзальна, 294, м. Бориспіль, Київська область","09.12.2023","48.1371079","11.5753822","50.3726868","30.9683999"
"A3.1-0000000545","вул. Юності, 118, м. Житомир, Житомирська область","вул. Незалежності, 212, м. Костопіль, Рівненська область","25.03.2025","50.3448700","28.6903887","50.8799471","26.4518941"
"A2.2-0000000546","Львівська область #7","вул. Бандери, 319, м. Херсон, Херсонська область","18.01.2024","49.8482736","24.0274801","46.6658351","32.5970254"
"A3.1-0000000547","вул. Дамрак, 925, м. Берлін, Німеччина","вул. Спортивна, 56, м. Луцьк, Волинська область","06.05.2024","52.5044048","13.3328810","50.7515570","25.3622749"
"A2.1-0000000548","м. Долина, Івано-Франківська область #3","вул. Паркова, 838, м. Миргород, Полтавська область","20.02.2025","47.9638983","37.7375250","49.9568658","33.6153865"
"A1.1-0000000549","м. Кобеляки, Полтавська область #1","вул. Армійська, 480, м. Черкаси, Черкаська область","21.11.2023","49.1433333","34.2002778","49.5299332","31.7124382"
"A3.1-0000000550","Рівненська область #5","м. Коломия, Івано-Франківська область #2","06.05.2024-09.05.2024","50.6660724","26.1616155","48.5477486","25.0647659"
"A2.2-0000000551","м. Золотоноша, Черкаська область #2","вул. Богдана Хмельницького, 116, м. Івано-Франківськ, Івано-Франківська область","25.09.2024","49.6689719","32.0427439","48.9363682","24.7268144"
"A2.1-0000000552","вул. Данила Галицького, 106, м. Хмельницький, Хмельницька область","вул. Залізнична, 570, м. Луцьк, Волинська область","04.11.2023","49.1972805","26.8205260","50.7569748","25.3308036"
"A3.1-0000000553","вул. Васильківська, 163, м. Бровари, Київська область","Запорізька область #7","26.04.2023","50.5175991","30.8080173","47.8494183","35.1183831"
"A3.1-0000000554","вул. Володимирська, 711, м. Словʼянськ, Донецька область","вул. Доробок, 954, м. Ужгород, Закарпатська область","16.11.2024-18.11.2024","48.8586421","37.5963609","48.6504584","22.2657980"
"A3.1-0000000555","вул. Дніпровська, 316, м. Калуш, Івано-Франківська область","Івано-Франківська область #4","10.04.2024","49.0271830","24.3613567","48.6307977","24.5576748"
"A2.2-0000000556","вул. Кільцева, 837, м. Черкаси, Черкаська область","вул. Кільцева дорога, 151, м. Київ, Київська область","08.09.2024","49.5421427","32.0985905","50.3917398","30.3821700"
"A2.2-0000000557","вул. Кільцева, 698, м. Бориспіль, Київська область","м. Ізмаїл, Одеська область #4","09.11.2023","50.3512101","30.9507700","45.3943968","28.7999714"
"A3.1-0000000558","Черкаська область #4","вул. Лугова, 868, м. Костопіль, Рівненська область","19.10.2023","49.4871976","31.9691026","50.8610672","26.4649022"
"A1.1-0000000559","вул. Хрещатик, 721, м. Вінниця, Вінницька область","вул. Січових Стрільців, 882, м. Ізюм, Харківська область","28.04.2022","49.2415724","28.4401811","49.2333561","37.2885357"
"A2.1-0000000560","вул. Курортна, 392, м. Ніжин, Чернігівська область","вул. Володимирська, 217, м. Стрий, Львівська область","23.10.2024","51.0464747","31.8806289","48.7816155","23.2506748"
"A2.1-0000000561","вул. Садова, 158, м. Бахмут, Донецька область","вул. Перемоги, 12, м. Хмельницький, Хмельницька область","28.03.2022","48.5812030","38.0004586","49.4360542","26.9910109"
"A2.1-0000000562","вул. Перемоги, 87, м. Стрий, Львівська область","вул. Вишнева, 916, м. Хуст, Закарпатська область","14.07.2024-24.07.2024","48.7816155","23.2506748","48.1890906","23.2977914"
"A2.1-0000000563","вул. Спортивна, 364, м. Долина, Івано-Франківська область","вул. Антоновича, 8, м. Новоград-Волинський, Житомирська область","23.06.2023","48.9782308","23.9789588","50.5829471","27.5917094"
"A2.2-0000000564","вул. Грушевського, 39, м. Бахмут, Донецька область","вул. Січових Стрільців, 595, м. Боярка, Київська область","06.08.2022","48.5953047","37.9979963","50.3166659","30.3031925"
"A2.1-0000000565","вул. Вишнева, 530, м. Дрогобич, Львівська область","вул. Козацька, 484, м. Черкаси, Черкаська область","02.08.2022","49.3513996","23.5061662","49.4372205","32.1001733"
"A2.2-0000000566","Сумська область #7","м. Нова Каховка, Херсонська область #6","11.10.2024","50.5817624","34.4989846","46.7583404","33.3566678"
"A2.2-0000000567","Черкаська область #5","вул. Армійська, 946, м. Дніпро, Дніпропетровська область","08.11.2023","49.4330982","32.0160404","48.4378710","35.0467075"
"A2.2-0000000568","вул. На Прикопі, 174, м. Единбург, Велика Британія","вул. Доробок, 640, м. Умань, Черкаська область","12.11.2024","55.9533456","-3.1883749","48.7937472","29.7670752"
"A1.1-0000000569","вул. Дружби, 136, м. Дрогобич, Львівська область","вул. Дружби, 15, м. Дрогобич, Львівська область","16.02.2023-26.02.2023","49.3513996","23.5061662","49.3513996","23.5061662"
"A2.1-0000000570","вул. Дружби, 802, м. Краматорськ, Донецька область","м. Чугуїв, Харківська область","08.02.2025","48.7429593","37.5937822","49.8366260","36.6899391"
"A1.1-0000000571","вул. Антоновича, 957, м. Рівне, Рівненська область","м. Вознесенськ, Миколаївська область #5","18.06.2024-01.07.2024","50.5912114","26.2912108","47.5583656","31.3375214"
"A3.1-0000000572","вул. Кільцева, 592, м. Херсон, Херсонська область","м. Марганець, Дніпропетровська область #2","19.08.2023","46.6904428","32.5809986","47.6490555","34.6491940"
"A1.1-0000000573","вул. Рінгштрасе, 488, м. Салоніки, Греція","вул. Гетьмана, 389, м. Охтирка, Сумська область","02.05.2024","40.6513841","23.1750374","50.2878985","34.8624078"
"A3.1-0000000574","вул. Хрещатик, 296, м. Стрий, Львівська область","Івано-Франківська область #5","02.12.2023","48.7816155","23.2506748","48.5309460","25.0429497"
"A1.1-0000000575","вул. Корсо, 363, м. Тулуза, Франція","Львівська область #8","05.09.2023","43.6044622","1.4442469","49.8400398","24.0299322"
"A2.2-0000000576","м. Павлоград, Дніпропетровська область #3","вул. Вишнева, 792, м. Коростень, Житомирська область","04.07.2023","48.4962112","35.9329723","50.9947424","28.6175324"
"A2.1-0000000577","вул. Залізнична, 561, м. Маріуполь, Донецька область","вул. Бандери, 13, м. Львів, Львівська область","03.02.2025","47.0887080","37.5666144","49.8347421","24.0098730"
"A1.1-0000000578","вул. Дружби, 198, м. Червоноград, Львівська область","вул. Шевченка, 962, м. Черкаси, Черкаська область","14.05.2023","50.5796362","24.1774044","49.3795766","32.1329500"
"A1.1-0000000579","вул. Спортивна, 673, м. Хмельницький, Хмельницька область","м. Маріуполь, Донецька область #5","08.03.2023-13.03.2023","49.1869110","26.8198306","47.0997842","37.4929962"
"A2.2-0000000580","Черкаська область #6","Львівська область #9","18.12.2023-23.12.2023","49.4870279","31.9695633","49.8404098","24.0276998"
"A2.1-0000000581","вул. Спортивна, 398, м. Чернігів, Чернігівська область","вул. Дружби, 979, м. Чернігів, Чернігівська область","23.02.2023-03.03.2023","51.5005322","31.2360227","51.5007327","31.2696051"
"A1.1-0000000582","Житомирська область #5","вул. Незалежності, 148, м. Чугуїв, Харківська область","26.07.2024","50.1381569","27.9276146","49.8366260","36.6899391"
"A2.1-0000000583","вул. Курортна, 266, м. Калуш, Івано-Франківська область","вул. Бандери, 586, м. Ужгород, Закарпатська область","25.08.2024-26.08.2024","49.0271830","24.3613567","48.6504584","22.2657980"
"A3.1-0000000584","вул. Одеська, 400, м. Дніпро, Дніпропетровська область","вул. Лугова, 589, м. Лисичанськ, Луганська область","24.11.2024","48.5270434","35.0760051","48.9172670","38.4285981"
"A3.1-0000000585","м. Івано-Франківськ, Івано-Франківська область #3","вул. Спортивна, 978, м. Київ, Київська область","07.11.2024","48.8154956","24.8447453","49.9941517","31.5576961"
"A1.1-0000000586","Харківська область #2","вул. Лугова, 57, м. Ізмаїл, Одеська область","28.08.2022","49.9930583","36.2296894","45.3511307","28.8361514"
"A2.2-0000000587","Полтавська область #6","м. Умань, Черкаська область","20.02.2023","49.5693912","34.6600521","48.7937472","29.7670752"
"A1.1-0000000588","вул. Армійська, 400, м. Ізмаїл, Одеська область","м. Ізюм, Харківська область #5","08.08.2024","45.3511307","28.8361514","49.1913721","37.2784125"
"A2.1-0000000589","вул. Княгині Ольги, 399, м. Конотоп, Сумська область","вул. Мечникова, 316, м. Сарни, Рівненська область","01.09.2024","51.2433927","33.2392726","51.3193355","26.6293164"
"A1.1-0000000590","вул. Діагональ, 807, м. Париж, Франція","м. Вараш, Рівненська область #2","30.01.2025","47.2692697","-1.4809259","-33.4300450","-70.6166715"
"A3.1-0000000591","м. Охтирка, Сумська область #4","вул. Бандери, 38, м. Бердянськ, Запорізька область","21.11.2024-02.12.2024","50.2878985","34.8624078","46.7499695","36.8158928"
"A1.1-0000000592","Запорізька область #8","вул. Хрещатик, 177, м. Хмельницький, Хмельницька область","15.11.2023","47.4635081","35.2639084","49.4196404","26.9793793"
"A1.1-0000000593","вул. Незалежності, 117, м. Івано-Франківськ, Івано-Франківська область","вул. Бандери, 824, м. Нікополь, Дніпропетровська область","15.01.2024","48.9154448","24.7337000","47.5818506","34.3073845"
"A3.1-0000000594","Рівненська область #6","вул. Кільцева дорога, 47, м. Кременчук, Полтавська область","12.01.2024","50.4434706","25.7828361","49.0847158","33.5083480"
"A1.1-0000000595","вул. Франка, 714, м. Хуст, Закарпатська область","вул. Полтавська, 250, м. Херсон, Херсонська область","18.05.2022-21.05.2022","48.1494533","23.3210695","46.6802011","32.7319764"
"A1.1-0000000596","вул. Франка, 17, м. Обухів, Київська область","м. Полтава, Полтавська область #3","26.02.2023","50.1081035","30.6384746","49.5693712","34.6604986"
"A1.1-0000000597","вул. Садова, 711, м. Червоноград, Львівська область","м. Нова Каховка, Херсонська область #7","22.04.2023","50.5796362","24.1774044","46.7583404","33.3566678"
"A2.1-0000000598","вул. Козацька, 961, м. Чортків, Тернопільська область","вул. Антоновича, 185, м. Дніпро, Дніпропетровська область","23.08.2022-03.09.2022","49.0165315","25.7928886","48.4653823","35.0212155"
"A2.2-0000000599","вул. Привокзальна, 121, м. Конотоп, Сумська область","Дніпропетровська область #1","05.03.2025","51.2221435","33.1887645","48.4083524","35.0272805"
"A2.1-0000000600","вул. Юності, 55, м. Камʼянець-Подільський, Хмельницька область","вул. Луганська, 865, м. Суми, Сумська область","22.10.2024-30.10.2024","48.8224781","27.2774698","50.9067618","34.7760470"
"A2.1-0000000601","Вінницька область #1","вул. Кільцева, 446, м. Червоноград, Львівська область","09.09.2024","49.2259570","28.4465052","50.5796362","24.1774044"
"A1.1-0000000602","вул. Дніпровська, 162, м. Охтирка, Сумська область","м. Чугуїв, Харківська область #1","19.07.2022","50.2878985","34.8624078","49.8366260","36.6899391"
"A2.1-0000000603","вул. Садова, 204, м. Сєвєродонецьк, Луганська область","м. Сєвєродонецьк, Луганська область #5","07.10.2022","48.9608297","38.4983242","48.9518456","38.4769391"
"A2.2-0000000604","вул. Привокзальна, 385, м. Чортків, Тернопільська область","м. Ужгород, Закарпатська область #6","12.11.2024","49.0165315","25.7928886","48.6389565","22.2719791"
"A1.1-0000000605","вул. Дніпровська, 397, м. Золотоноша, Черкаська область","вул. Морська, 199, м. Золотоноша, Черкаська область","30.08.2023","49.6689719","32.0427439","49.6689719","32.0427439"
"A2.1-0000000606","вул. Юності, 140, м. Чернігів, Чернігівська область","вул. Вишнева, 429, м. Кобеляки, Полтавська область","28.01.2024","51.0409717","31.8665083","49.1433333","34.2002778"
"A2.1-0000000607","вул. Таращанська, 994, м. Херсон, Херсонська область","вул. Лесі Українки, 422, м. Бердянськ, Запорізька область","21.11.2024-05.12.2024","46.6658351","32.5970254","46.7929470","36.7435626"
"A2.1-0000000608","м. Дрогобич, Львівська область #4","вул. Доробок, 894, м. Новоград-Волинський, Житомирська область","26.12.2023","49.3513996","23.5061662","50.5917622","27.6066973"
"A3.1-0000000609","м. Суми, Сумська область #5","Київська область #6","25.05.2022","50.8841077","34.7802288","50.6380595","30.3193043"
"A1.1-0000000610","м. Первомайськ, Миколаївська область #1","вул. Лугова, 491, м. Шостка, Сумська область","12.09.2022-20.09.2022","48.0457450","30.8475997","51.8436265","33.4578436"
"A3.1-0000000611","вул. Армійська, 750, м. Львів, Львівська область","вул. Перемоги, 368, м. Кременчук, Полтавська область","28.08.2022","50.0819723","25.1507208","49.0645217","33.4036605"
"A1.1-0000000612","вул. Таращанська, 766, м. Золотоноша, Черкаська область","вул. Вишнева, 791, м. Золотоноша, Черкаська область","03.06.2024","49.6689719","32.0427439","49.6689719","32.0427439"
"A2.1-0000000613","вул. Курортна, 649, м. Кобеляки, Полтавська область","вул. Спортивна, 915, м. Ужгород, Закарпатська область","15.02.2025","49.1433333","34.2002778","48.6147977","22.3157619"
"A1.1-0000000614","м. Сарни, Рівненська область #4","вул. Луганська, 83, м. Камʼянець-Подільський, Хмельницька область","12.01.2024","51.3193355","26.6293164","48.7254509","26.5785004"
"A1.1-0000000615","Донецька область #5","м. Миколаїв, Миколаївська область #3","04.10.2024","47.0664393","37.4795510","47.0155711","31.9961484"
"A1.1-0000000616","вул. Васильківська, 727, м. Івано-Франківськ, Івано-Франківська область","м. Чернівці, Чернівецька область #2","27.06.2023-06.07.2023","48.8154956","24.8447453","48.2855382","25.9331740"
"A1.1-0000000617","м. Камʼянець-Подільський, Хмельницька область #4","м. Нікополь, Дніпропетровська область #3","25.08.2023","48.7254509","26.5785004","47.5688212","34.3912430"
"A3.1-0000000618","вул. Полтавська, 498, м. Марганець, Дніпропетровська область","вул. Богдана Хмельницького, 727, м. Тернопіль, Тернопільська область","19.02.2025","47.6490555","34.6491940","49.5525510","25.5994939"
"A2.2-0000000619","вул. Привокзальна, 914, м. Івано-Франківськ, Івано-Франківська область","м. Черкаси, Черкаська область #8","25.02.2023","48.9276912","24.7220339","48.7342620","30.1752262"
"A2.2-0000000620","вул. Юності, 115, м. Херсон, Херсонська область","вул. Пушкіна, 896, м. Вознесенськ, Миколаївська область","11.04.2022","46.6658351","32.5970254","47.8848817","31.5224809"
"A2.2-0000000621","вул. Богдана Хмельницького, 356, м. Хмельницький, Хмельницька область","вул. Миру, 194, м. Харків, Харківська область","14.06.2023","49.1665814","26.5976159","49.9456850","36.3896044"
"A2.2-0000000622","вул. Княгині Ольги, 608, м. Сєвєродонецьк, Луганська область","вул. Васильківська, 456, м. Шостка, Сумська область","30.04.2025","48.9518456","38.4769391","51.8643550","33.4728542"
"A2.1-0000000623","вул. Гетьмана, 496, м. Коломия, Івано-Франківська область","вул. Шевченка, 152, м. Червоноград, Львівська область","14.09.2024","48.5406759","25.0572943","50.5796362","24.1774044"
"A2.1-0000000624","вул. Миру, 187, м. Охтирка, Сумська область","Сумська область #8","21.10.2022","50.2878985","34.8624078","50.5675042","34.5010628"
"A1.1-0000000625","вул. Дружби, 379, м. Калуш, Івано-Франківська область","вул. Одеська, 325, м. Дніпро, Дніпропетровська область","23.12.2022-29.12.2022","49.0161815","24.3741607","48.5270434","35.0760051"
"A3.1-0000000626","вул. Січових Стрільців, 943, м. Ізмаїл, Одеська область","вул. Пушкіна, 971, м. Вознесенськ, Миколаївська область","11.12.2023","45.3528100","28.8450648","47.8848817","31.5224809"
"A2.1-0000000627","вул. Карл-Йоханс-Гате, 340, м. Тулуза, Франція","вул. Богдана Хмельницького, 918, м. Умань, Черкаська область","13.05.2025","43.6044622","1.4442469","48.7361992","30.2328400"
"A2.1-0000000628","м. Калуш, Івано-Франківська область #2","вул. Морська, 491, м. Миколаїв, Миколаївська область","06.12.2022-17.12.2022","49.0271830","24.3613567","46.9802477","31.9727397"
"A1.1-0000000629","вул. Полтавська, 366, м. Нікополь, Дніпропетровська область","вул. Антоновича, 657, м. Чернігів, Чернігівська область","06.02.2025","47.5791527","34.4118679","52.0411488","32.5063811"
